record_id,airline_code,airline_name,flight_number,origin_airport,destination_airport,departure_datetime,arrival_datetime,duration_min,status,delay_min,aircraft_type,cabin_class,seat,passenger_id,passenger_gender,passenger_age,passenger_nationality,booking_datetime,sales_channel,payment_method,ticket_price,currency,ticket_price_usd_est,bags_total,bags_checked
3879,AM,Aeromexico,AM0199,SAP,PTY,06/02/2024 11:23,,,CANCELLED,,A320,ECONOMY,,675f4e31-52c3-437b-a264-acfc922ed3ba,M,21,,30/04/2024 12:54,AEROPUERTO,PAYPAL,183.31,GTQ,23.46,1,0
3880,BA,British Airways,BA0912,MEX,MAD,22/11/2025 14:58,22/11/2025 18:04,188,ON_TIME,0,B738,ECONOMY,34D,ca390eb0-bd82-4935-aad6-d5997ecc7f14,M,15,PA,28/07/2025 07:32,AGENCIA,TARJETA,51.71,MXN,3,1,0
3881,CM,Copa Airlines,CM3042,CUN,mad,23/06/2025 19:38,23/06/2025 23:00,209,ON_TIME,0,B739,ECONOMY,19B,96f87a4c-85c3-40a5-b203-58c1088bea53,F,51,PA,05-14-2025 04:56 AM,APP,PAYPAL,104.55,USD,104.55,3,2
3882,B6,JetBlue,B61644,SAP,BCN,21/06/2024 19:03,06-21-2024 11:14 PM,240,ON_TIME,0,B739,ECONOMY,39C,b4de760c-7ccc-4dbc-80a9-a8dc5fb90ecb,F,20,ES,02/03/2024 13:06,AGENCIA,PAYPAL,100.74,USD,100.74,1,0
3883,WN,SOUTHWEST,WN1422,BOG,BCN,31/05/2024 01:24,31/05/2024 09:29,262,DELAYED,233,B767,PREMIUM_ECONOMY,11C,fee9780e-65ad-468e-90f8-d67b68b8071b,F,53,CO,01/04/2024 17:40,CALL_CENTER,PUNTOS,108.8,GTQ,13.93,1,0
3884,DL,DELTA,DL7616,MIA,LIM,31/08/2024 00:21,31/08/2024 06:08,322,ON_TIME,0,A321,ECONOMY,35B,1345afcd-f4b6-4067-a6de-b11df085973e,M,67,US,23/07/2024 15:48,APP,PUNTOS,44.55,USD,44.55,2,1
3885,BA,British Airways,BA5434,LAX,SJO,21/06/2025 02:50,21/06/2025 04:39,101,ON_TIME,0,B787,ECONOMY,34A,aefc3071-fd77-43d8-b420-b424051a0a0f,F,43,US,03-29-2025 02:42 PM,WEB,EFECTIVO,122.52,USD,122.52,1,0
3886,IB,Iberia,IB4245,LIM,BCN,04-21-2025 11:35 PM,22/04/2025 01:36,109,DIVERTED,0,A320,ECONOMY,36B,6a332f5d-feb7-4eae-aac5-58e14ad8a69d,M,45,SV,16/03/2025 00:25,WEB,PUNTOS,75.83,GTQ,9.71,3,2
3887,WN,Southwest,WN2049,JFK,LIM,10/08/2024 04:21,10/08/2024 09:37,310,ON_TIME,0,A320,ECONOMY,33C,79d6e023-44b1-41e7-99dc-4a98a26df26e,F,30,CU,10/06/2024 01:13,APP,PAYPAL,95.15,USD,95.15,1,0
3888,B6,JetBlue,B61016,MAD,MIA,08-28-2024 12:53 PM,28/08/2024 20:42,340,DELAYED,116,B767,ECONOMY,23E,d45119bf-0deb-4f37-907f-95a250f48b8e,Masculino,44,CU,18/05/2024 14:02,APP,PAYPAL,100.57,USD,100.57,1,0
3889,UA,United,UA9176,LIM,MAD,24/04/2025 09:18,24/04/2025 14:51,331,ON_TIME,0,B777,BUSINESS,4B,00d97f5c-2534-44f2-bbb7-b0feb7f88f15,M,47,SV,13/03/2025 08:45,APP,EFECTIVO,125.44,MXN,7.28,0,0
3890,AM,Aeromexico,AM0688,SAP,CUN,17/04/2025 06:25,04-17-2025 11:34 AM,308,ON_TIME,0,E190,ECONOMY,20A,c813728c-206b-4426-b664-a0164169753b,F,31,MX,08/04/2025 23:50,APP,PUNTOS,58.62,USD,58.62,1,0
3891,IB,Iberia,IB7730,GUA,SAP,05-27-2025 12:34 AM,27/05/2025 03:54,201,ON_TIME,0,A321,ECONOMY,22A,8903534d-85bd-41e2-b68f-d427907870f0,f,28,PA,03/11/2025 12:53,AGENCIA,TARJETA,116.2,EUR,126.66,1,0
3892,AM,Aeromexico,AM4367,MEX,GUA,16/01/2025 08:26,16/01/2025 11:59,194,ON_TIME,0,B737,ECONOMY,31C,ccf50620-d9dd-42a0-b0cb-cf8304794e98,F,35,PA,18/09/2024 17:11,AGENCIA,EFECTIVO,202.84,GTQ,25.96,1,0
3893,LA,LATAM,LA6443,BOG,SAP,27/02/2025 09:01,02-27-2025 09:58 AM,54,ON_TIME,0,E190,ECONOMY,21E,b940404f-db2e-4c51-9c91-1e2e50505acd,F,36,PE,01/09/2025 22:33,WEB,TARJETA,83.17,GTQ,10.65,2,1
3894,IB,Iberia,IB0176,SAL,GUA,27/01/2024 18:21,28/01/2024 00:46,209,DELAYED,164,E190,ECONOMY,17F,3d02e537-7f37-43b4-9d58-f061b97b32de,F,35,GT,12/11/2023 05:01,WEB,PAYPAL,65.15,USD,65.15,1,0
3895,WN,Southwest,WN9912,JFK,cun,05/11/2024 12:33,11/05/2024 17:39,301,ON_TIME,0,B738,ECONOMY,16C,ac511025-229e-4fc1-b934-9a197b7540e2,Masculino,33,SV,09/01/2024 07:45,AEROPUERTO,TARJETA,120.87,EUR,131.75,3,2
3896,WN,Southwest,WN2833,SAP,JFK,13/06/2024 02:49,,,CANCELLED,,B767,ECONOMY,,a40b6d0a-8662-4d04-93b4-1f00074d3284,M,35,PA,27/05/2024 01:54,AEROPUERTO,TARJETA,61.7,USD,61.7,1,0
3897,IB,Iberia,IB0484,GUA,JFK,01-17-2025 01:51 PM,01-17-2025 07:36 PM,335,ON_TIME,0,A321,ECONOMY,19D,14bb8d28-f0ce-44b3-ab7c-25f6ec3d2fbc,F,21,HN,19/11/2024 21:11,CALL_CENTER,PAYPAL,69.58,USD,69.58,0,0
3898,AM,Aeromexico,AM4221,JFK,SAL,16/04/2025 04:29,04-16-2025 08:58 AM,269,ON_TIME,0,B737,FIRST,2E,97be2867-8fe5-4cf5-bee1-9a7258a04cd4,M,34,US,02-17-2025 08:00 AM,AGENCIA,PAYPAL,470.02,MXN,27.26,1,0
3899,IB,Iberia,IB3450,BOG,BCN,13/12/2024 07:22,12-13-2024 01:57 PM,250,DELAYED,133,B757,ECONOMY,44B,52020d14-ef96-4855-a124-c5ac5a810de8,F,16,US,14/09/2024 03:02,,TRANSFERENCIA,72.83,MXN,4.22,0,0
3900,B6,JetBlue,B65149,HAV,BOG,10/02/2025 05:43,,,CANCELLED,,CRJ9,ECONOMY,,ce851a38-1d37-408c-990e-a573a5452686,F,35,MX,20/07/2025 14:11,AEROPUERTO,TRANSFERENCIA,42.87,USD,42.87,1,0
3901,UA,United,UA57O5,SAL,BOG,15/03/2024 12:16,03-15-2024 10:14 PM,415,DELAYED,166,B757,ECONOMY,18D,fa9f9f6b-0a2c-47ac-a39a-6b25e53b45a5,F,23,HN,12/12/2023 01:31,,TARJETA,64.2,GTQ,8.22,0,0
3902,WN,SOUTHWEST,WN2269,MIA,JFK,29/10/2024 15:58,29/10/2024 19:01,185,ON_TIME,0,B737,BUSINESS,7F,e994a890-3974-4548-b27a-76f87faedffb,F,23,CR,15/09/2024 16:55,AEROPUERTO,PAYPAL,191.64,MXN,11.12,0,0
3903,LA,LATAM,LA1900,HAV,LAX,08/12/2025 08:06,12/08/2025 15:10,365,DELAYED,43,B739,ECONOMY,40C,61da281f-f2dc-4881-86ef-540de45dfd00,X,31,PA,02/12/2025 10:34,WEB,EFECTIVO,67.06,USD,67.06,2,1
3904,AV,Avianca,av5479,GUA,BOG,21/06/2024 01:58,21/06/2024 05:26,199,ON_TIME,0,CRJ9,FIRST,1E,d0189e94-dad2-43bf-9448-ed6312e74f8e,F,39,US,06/08/2024 08:29,AGENCIA,PUNTOS,565.71,GTQ,72.41,0,0
3905,LA,LATAM,LA7762,SAL,BCN,03/12/2025 21:19,,,CANCELLED,,B738,ECONOMY,,97ea47fb-caea-452d-af66-b7037d552afc,M,55,HN,09-27-2025 03:47 PM,AEROPUERTO,TARJETA,41.56,USD,41.56,1,0
3906,CM,COPA AIRLINES,CM1860,SJO,SAP,15/04/2024 06:18,15/04/2024 12:16,342,ON_TIME,0,B737,PREMIUM_ECONOMY,12D,bda301d9-a8ba-4fca-a18d-5bab87332530,M,41,GT,25/02/2024 00:50,CALL_CENTER,PUNTOS,103.32,GTQ,13.22,1,0
3907,AV,Avianca,AV7100,HAV,BOG,13/03/2025 21:26,14/03/2025 01:34,251,ON_TIME,0,B767,ECONOMY,16F,ac549bb9-200e-438f-bae1-96b46480bda2,M,36,HN,14/11/2024 11:56,AGENCIA,TARJETA,70.85,USD,70.85,1,0
3908,DL,Delta,DL4435,LIM,MAD,03-30-2024 09:46 PM,03-31-2024 02:10 AM,263,ON_TIME,0,A320,ECONOMY,28F,5a00d37c-ea9b-410d-93c8-cc9585f613e3,F,35,MX,02/01/2024 07:31,AGENCIA,TRANSFERENCIA,85.88,USD,85.88,1,0
3909,IB,Iberia,IB9778,HAV,LIM,27/05/2025 14:35,27/05/2025 18:56,241,ON_TIME,0,E190,BUSINESS,7A,ebd54e7e-bd43-49fa-b76f-c820dde7d92a,X,26,HN,22/03/2025 08:56,AEROPUERTO,TRANSFERENCIA,130.94,GTQ,16.76,2,1
3910,CM,Copa Airlines,CM6879,PTY,MIA,28/08/2024 07:56,28/08/2024 10:15,129,ON_TIME,0,A320,BUSINESS,10A,67571fbb-b0a8-462c-98b6-c1fad2fd9a4b,F,28,CU,31/07/2024 09:59,CALL_CENTER,PAYPAL,194.5,GTQ,24.9,1,0
3911,AV,AVIANCA,AV9250,BCN,LIM,22/06/2024 16:47,23/06/2024 02:02,411,DELAYED,143,CRJ9,ECONOMY,42D,443b87f0-9b81-493f-81fb-86899be6a3fb,F,41,MX,16/03/2024 02:04,WEB,TARJETA,109.8,USD,109.8,1,0
3912,LA,LATAM,LA0868,MAD,MEX,25/12/2024 09:07,25/12/2024 17:29,406,DELAYED,71,A321,ECONOMY,21A,c425e5ab-fa6b-4550-ab69-baf15ad11297,F,27,ES,17/10/2024 14:37,CALL_CENTER,PUNTOS,89.96,USD,89.96,1,0
3913,B6,JetBlue,B68090,HAV,GUA,02/08/2024 09:08,02/08/2024 11:56,143,ON_TIME,0,A320,ECONOMY,16B,ecfad137-0502-4779-80e7-557c71f7e7a9,F,46,PE,04-14-2024 08:02 AM,APP,TRANSFERENCIA,122.48,USD,122.48,2,1
3914,AV,Avianca,AV6045,PTY,SAP,10/02/2025 02:20,02/10/2025 09:29,184,DELAYED,225,B738,ECONOMY,24F,7abf7914-36e6-47ef-8e5b-3bfbbe73bf55,F,33,CO,08-13-2025 03:27 AM,AGENCIA,EFECTIVO,75.39,MXN,4.37,0,0
3915,WN,Southwest,WN5481,MEX,LIM,17/09/2025 22:20,18/09/2025 05:01,407,ON_TIME,0,A321,BUSINESS,6B,9c54f812-4686-4184-b42a-4da16beb477a,m,36,SV,06-16-2025 08:56 AM,WEB,TARJETA,119.83,USD,119.83,0,0
3916,FR,Ryanair,FR7535,HAV,LIM,02/04/2024 18:49,04/02/2024 23:34,274,ON_TIME,0,A321,ECONOMY,29B,708b484f-fecb-42e9-ae5e-b487338a0729,M,31,MX,02-28-2024 07:15 AM,CALL_CENTER,TRANSFERENCIA,105.7,USD,105.7,1,0
3917,WN,Southwest,WN0010,JFK,pty,03/11/2024 02:13,03/11/2024 05:12,184,ON_TIME,0,E190,ECONOMY,37F,866f66f3-13ee-477a-b4ef-32e308f94615,M,42,CO,16/02/2024 07:02,CALL_CENTER,TARJETA,74.1,GTQ,9.48,1,0
3918,AV,Avianca,AV3487,MAD,SAL,02/12/2024 19:47,03/12/2024 02:18,396,ON_TIME,0,B787,PREMIUM_ECONOMY,11A,d1ffc552-5105-44f3-827d-26c1bc3d5e05,M,36,HN,11/10/2024 15:57,AEROPUERTO,PAYPAL,82.39,USD,82.39,1,0
3919,AA,American Airlines,AA5011,CUN,HAV,14/08/2025 07:02,14/08/2025 09:49,157,ON_TIME,0,B737,BUSINESS,10E,d8a79458-939f-4c93-ad8e-e41cb06651c5,M,43,ES,26/07/2025 08:18,AEROPUERTO,TRANSFERENCIA,174.37,USD,174.37,0,0
3920,DL,DELTA,DL1397,SAL,JFK,16/07/2024 08:30,16/07/2024 15:37,403,ON_TIME,0,B737,ECONOMY,36B,e51188fb-c15b-4dba-a38c-10820bcc24b0,M,30,PA,01/06/2024 10:06,APP,TARJETA,71.76,USD,71.76,0,0
3921,B6,JetBlue,B61378,BOG,HAV,15/07/2025 13:05,15/07/2025 18:29,329,ON_TIME,0,B777,ECONOMY,17F,63e27bd0-dd4a-495f-aa8a-a76cfe1f8e1a,Femenino,33,,06/05/2025 04:01,AGENCIA,EFECTIVO,69.63,USD,69.63,2,1
3922,B6,JetBlue,B62239,GUA,MEX,02/02/2024 04:03,02/02/2024 07:55,241,ON_TIME,0,B787,FIRST,1C,c4e0d89f-ca4b-4b05-beeb-69fa7edc1c23,F,42,US,18/12/2023 08:34,CALL_CENTER,TRANSFERENCIA,269.53,USD,269.53,1,0
3923,IB,Iberia,IB8771,JFK,BOG,04-22-2025 12:31 AM,04-22-2025 07:01 AM,387,ON_TIME,0,B777,ECONOMY,32B,d7c1921f-396f-4daa-8619-fa637494c0e6,Masculino,54,PE,30/03/2025 18:30,AEROPUERTO,PAYPAL,136.02,USD,136.02,1,0
3924,AM,Aeromexico,AM1505,MIA,BOG,27/09/2024 07:26,09-27-2024 12:13 PM,289,ON_TIME,0,B767,ECONOMY,21E,abaa1071-59c9-4e8a-8df8-e64551f56db1,F,22,GT,07-27-2024 11:54 PM,CALL_CENTER,EFECTIVO,83.46,USD,83.46,1,0
3925,IB,Iberia,IB0968,SJO,MAD,26/06/2024 20:38,06-26-2024 11:40 PM,181,ON_TIME,0,B777,ECONOMY,18F,b15f9d9f-6bb0-4c2e-acad-b2169bd06952,F,25,CR,08/05/2024 01:59,CALL_CENTER,PUNTOS,"72,65",USD,72.65,2,1
3926,AM,Aeromexico,AM5482,HAV,BCN,20/06/2024 09:35,,,CANCELLED,,B767,ECONOMY,,46f3d27b-ec62-4277-8f27-1921cd7778c8,F,60,US,30/05/2024 09:15,APP,PAYPAL,73.14,USD,73.14,1,0
3927,DL,DELTA,DL9341,BOG,SJO,22/10/2025 05:43,22/10/2025 07:36,113,ON_TIME,0,B777,ECONOMY,32F,5a801af1-fb1a-477a-89d9-7975d3199903,Femenino,38,CU,07-28-2025 07:17 PM,WEB,PUNTOS,98.44,USD,98.44,1,0
3928,DL,Delta,DL2109,MIA,CUN,01/10/2025 03:45,,,CANCELLED,,A321,ECONOMY,,d857a4dd-00ee-4f1a-ad20-9fabcf2785ee,M,20,ES,07-18-2025 01:55 AM,AGENCIA,PUNTOS,60.38,USD,60.38,1,0
3929,UA,United,UA5664,cun,mia,16/02/2024 20:29,17/02/2024 02:12,350,ON_TIME,0,B787,ECONOMY,17D,cefaf9f6-468d-4c18-9e6a-05be50e392aa,F,18,SV,31/12/2023 04:47,AEROPUERTO,PUNTOS,59.73,USD,59.73,2,1
3930,WN,Southwest,WN9161,SJO,SAL,15/10/2025 07:38,15/10/2025 10:36,182,ON_TIME,0,B739,ECONOMY,38B,efc675e5-ee20-4b08-a078-7f6acd1c82a0,F,0,PA,11/10/2025 19:12,WEB,TARJETA,98.55,USD,98.55,0,0
3931,WN,Southwest,WN2849,MEX,CUN,23/02/2024 15:47,02-23-2024 06:45 PM,157,ON_TIME,0,B767,ECONOMY,42D,fb924d4a-4c96-4409-bf4d-0527a5266eb6,Masculino,60,CO,01-20-2024 11:58 AM,WEB,TARJETA,85.78,USD,85.78,1,0
3932,IB,IBERIA,IB6669,MEX,CUN,12-28-2025 05:49 PM,,,CANCELLED,,B767,ECONOMY,,db2e1cee-c074-4e8d-be05-4a4f0f69812e,F,15,MX,29/09/2025 22:17,CALL_CENTER,PAYPAL,65.04,USD,65.04,1,0
3933,AM,Aeromexico,AM9434,BCN,SAP,25/01/2024 18:53,25/01/2024 23:57,298,ON_TIME,0,B739,ECONOMY,16D,485dfe21-c63b-4eb2-8281-d162fd6be04e,M,28,CO,12-20-2023 07:42 AM,AGENCIA,TARJETA,57.05,USD,57.05,0,0
3934,DL,Delta,DL0077,BOG,SJO,05/01/2025 17:30,05/01/2025 19:06,82,ON_TIME,0,E190,ECONOMY,32B,5541bd8c-d747-47b5-b049-7bd48bdc2727,F,45,CR,09/12/2024 20:23,WEB,TARJETA,108.16,MXN,6.27,2,1
3935,AA,American Airlines,AA1657,BCN,SAP,04-18-2025 01:35 AM,18/04/2025 05:38,231,ON_TIME,0,B757,ECONOMY,21A,d4dc3133-b258-41d3-9199-20fc4a9bc239,M,18,MX,04-15-2025 01:23 AM,CALL_CENTER,PUNTOS,104.98,GTQ,13.44,2,1
3936,DL,Delta,DL3135,CUN,BCN,20/02/2025 00:55,20/02/2025 06:10,227,DELAYED,72,E190,ECONOMY,42C,f389f57c-69bf-43c1-9a15-47a40090ac73,M,53,SV,14/02/2025 08:17,AEROPUERTO,TARJETA,158.52,USD,158.52,1,0
3937,AV,Avianca,AV3978,MIA,CUN,24/05/2024 02:36,24/05/2024 03:49,67,ON_TIME,0,A319,ECONOMY,21A,384a63a4-2992-45d1-9715-45b23812a974,F,71,US,25/02/2024 00:36,APP,PUNTOS,59.4,USD,59.4,3,2
3938,BA,British Airways,BA6092,LIM,MEX,26/01/2025 07:15,26/01/2025 14:23,414,ON_TIME,0,B757,ECONOMY,20D,ea2af055-f04c-4638-a050-13d2f7db6e2d,F,70,CO,04/01/2025 20:48,CALL_CENTER,PUNTOS,71.95,GTQ,9.21,2,1
3939,LA,LATAM,LA6781,PTY,MAD,03/08/2024 18:36,04/08/2024 00:55,376,ON_TIME,0,B757,ECONOMY,36B,98c20609-dc1c-4083-933e-852d75a1cf18,m,26,PE,11/05/2024 15:57,CALL_CENTER,PUNTOS,91.33,GTQ,11.69,1,0
3940,B6,JetBlue,b67242,LIM,MIA,09-21-2024 07:12 PM,22/09/2024 00:29,315,ON_TIME,0,A321,BUSINESS,6E,12598024-67cf-4baf-82d6-5e27c2fa8bfc,F,26,PA,09/07/2024 19:03,WEB,PUNTOS,206.05,EUR,224.59,1,0
3941,BA,British Airways,BA0228,MEX,GUA,11/04/2025 13:32,04/11/2025 17:56,254,ON_TIME,0,B777,ECONOMY,41F,7a8a5dd0-59ad-4910-9859-6477172b30ce,F,16,ES,20/09/2025 01:17,AEROPUERTO,TARJETA,74.92,USD,74.92,1,0
3942,DL,Delta,DL7697,MEX,JFK,07/12/2024 09:39,07/12/2024 13:16,194,DIVERTED,0,B757,ECONOMY,35B,947333c3-2837-4c75-a4f6-9daae30685af,M,50,CO,15/09/2024 21:14,CALL_CENTER,PUNTOS,79.84,USD,79.84,3,2
3943,CM,Copa Airlines,CM7571,BOG,SJO,06/03/2024 13:17,06/03/2024 16:31,199,ON_TIME,0,A321,BUSINESS,7B,96e4c67c-20f4-473e-9ea9-c1386ef0f73f,M,35,CR,03/01/2024 08:56,AEROPUERTO,PAYPAL,211.62,USD,211.62,1,0
3944,LA,LATAM,LA1044,HAV,MEX,03/01/2024 20:29,04/01/2024 04:38,244,DELAYED,228,B737,BUSINESS,4E,d99e59ed-9860-4cf6-ba95-0d874a4f825a,X,49,CR,01/12/2023 18:37,WEB,TARJETA,100.39,USD,100.39,2,1
3945,AV,Avianca,AV5397,HAV,cun,04/10/2024 05:17,10/04/2024 12:48,343,DELAYED,105,A321,ECONOMY,22B,a555810c-de7a-425b-a1ac-5cd247570825,M,41,US,30/03/2024 07:27,APP,PAYPAL,74.15,USD,74.15,0,0
3946,AV,Avianca,AV8836,BOG,LAX,30/05/2025 12:54,30/05/2025 19:56,401,ON_TIME,0,B739,ECONOMY,17B,21a027f8-cea1-43e2-be46-04c3b75c2c58,F,36,US,01/05/2025 08:59,CALL_CENTER,PAYPAL,118.04,USD,118.04,1,0
3947,DL,DELTA,DL3126,jfk,MEX,20/09/2024 22:48,21/09/2024 05:25,387,ON_TIME,0,A319,ECONOMY,19B,19d0dba4-2b36-4cc0-9522-5003709827df,M,18,GT,23/07/2024 22:22,AGENCIA,PUNTOS,57.14,USD,57.14,1,0
3948,AM,Aeromexico,AM6415,BOG,LIM,29/11/2024 04:59,29/11/2024 09:05,236,ON_TIME,0,B739,ECONOMY,40C,8085db11-bd6f-4c05-9c56-a5724eac6291,F,8,PA,24/10/2024 21:06,CALL_CENTER,TARJETA,67.21,USD,67.21,2,1
3949,CM,Copa Airlines,CM2845,MIA,GUA,25/11/2025 17:01,25/11/2025 22:18,297,ON_TIME,0,A319,ECONOMY,30B,554fad14-7188-4c3d-ba8d-27e1ce36e56b,Femenino,51,ES,20/08/2025 22:05,APP,PUNTOS,78.08,USD,78.08,2,1
3950,LA,LATAM,LA2534,SAL,MIA,25/08/2024 14:06,25/08/2024 17:44,197,ON_TIME,0,B777,ECONOMY,32A,df25ded5-ebd2-4ecd-9005-3446bf1f087e,M,16,PA,03/08/2024 03:28,AGENCIA,PUNTOS,68.72,USD,68.72,0,0
3951,WN,Southwest,WN7874,SJO,SAP,04-26-2024 02:39 AM,26/04/2024 05:00,116,ON_TIME,0,B739,FIRST,3C,7c620fdc-fa7d-4809-b11d-beb2d2382814,F,14,GT,04/10/2024 06:18,AEROPUERTO,EFECTIVO,208.77,MXN,12.11,0,0
3952,AA,American Airlines,AA6184,jfk,GUA,18/08/2025 06:02,,,CANCELLED,,A319,BUSINESS,,82d8dc29-808a-43f1-be26-cb43994ed35c,Masculino,39,SV,08/07/2025 11:10,CALL_CENTER,PAYPAL,118.82,USD,118.82,1,0
3953,BA,British Airways,BA7586,BOG,LAX,29/08/2025 10:41,29/08/2025 13:48,191,ON_TIME,0,B757,BUSINESS,6C,4fe9c61a-22f6-46f1-9e2c-969e880bac03,femenino,48,HN,14/06/2025 17:53,APP,PUNTOS,174.79,USD,174.79,1,0
3954,AA,American Airlines,AA0165,MAD,GUA,03/10/2025 05:57,10/03/2025 11:45,338,ON_TIME,0,CRJ9,ECONOMY,32B,177e9fbd-f5da-41cb-b146-ee53fd7d3253,F,35,MX,10/02/2025 04:58,AGENCIA,TARJETA,73.89,USD,73.89,1,0
3955,AM,Aeromexico,AM0659,GUA,JFK,01-23-2025 04:53 AM,23/01/2025 10:51,166,DELAYED,194,CRJ9,ECONOMY,30C,ead856fc-6c1c-46ca-aa15-3399bf43a7b5,M,44,ES,12/07/2024 00:13,CALL_CENTER,TRANSFERENCIA,107.14,USD,107.14,0,0
3956,DL,DELTA,dl0609,PTY,JFK,02/09/2024 20:35,03/09/2024 03:35,324,DELAYED,78,E190,BUSINESS,6D,022b243d-c891-4668-9d60-b96a622260ca,F,38,HN,07-16-2024 02:23 PM,WEB,TARJETA,218.35,USD,218.35,1,0
3957,BA,British Airways,BA4016,BCN,SJO,01/08/2025 05:14,,,CANCELLED,,B738,ECONOMY,,9600b575-70c2-47cf-866a-e3459afc3d68,F,31,GT,07/11/2025 13:20,AGENCIA,TRANSFERENCIA,98.47,USD,98.47,1,0
3958,WN,SOUTHWEST,WN2690,JFK,BOG,05/01/2024 09:45,01/05/2024 12:05,121,ON_TIME,0,B738,ECONOMY,20D,3d3d3117-ea9b-4636-8d37-7122f84de307,F,29,PE,11-13-2023 09:30 AM,WEB,PAYPAL,81.51,USD,81.51,2,1
3959,FR,Ryanair,FR3050,SJO,PTY,28/09/2024 12:22,09-28-2024 02:25 PM,129,ON_TIME,0,CRJ9,BUSINESS,10B,f8e1b822-f2f8-4198-868a-0ae727ae71e7,F,30,MX,14/09/2024 16:19,,EFECTIVO,152.7,USD,152.7,3,2
3960,B6,JetBlue,B62560,SAP,SJO,03/07/2025 03:46,03/07/2025 10:57,333,DELAYED,77,A321,ECONOMY,17A,87fa62c3-152e-444f-b0b1-7629129cf641,F,25,CR,06/06/2025 03:50,WEB,PUNTOS,95.94,GTQ,12.28,1,0
3961,BA,British Airways,BA3158,LIM,BOG,09/10/2025 12:32,09/10/2025 16:45,251,ON_TIME,0,B777,ECONOMY,43E,bf65d182-209d-4be6-bf58-17841002e1c3,M,51,PE,20/07/2025 10:21,CALL_CENTER,PUNTOS,122.72,USD,122.72,1,0
3962,BA,British Airways,BA0306,LAX,MEX,13/02/2025 12:29,02-13-2025 02:35 PM,105,ON_TIME,0,A319,ECONOMY,26B,328cab42-4acd-4cc5-abd3-0de32e2dbfbc,M,17,HN,12/12/2024 15:06,AEROPUERTO,EFECTIVO,"127,90",GTQ,16.37,2,1
3963,AA,American Airlines,AA2329,GUA,LAX,03-27-2025 02:48 AM,27/03/2025 07:00,235,ON_TIME,0,B737,ECONOMY,17B,e0708476-c289-4036-9f48-8b699ea5a981,F,29,CO,12-13-2024 12:26 PM,AGENCIA,PAYPAL,100.51,USD,100.51,2,1
3964,LA,LATAM,LA5883,PTY,GUA,28/06/2025 06:27,28/06/2025 09:27,185,ON_TIME,0,B787,ECONOMY,26F,f91c953c-5f7b-4c3e-a547-0ea7888de71d,M,22,PA,27/04/2025 15:28,CALL_CENTER,TARJETA,"85,60",GTQ,10.96,2,1
3965,WN,Southwest,WN1596,SAL,mex,02-15-2024 11:06 AM,15/02/2024 14:10,192,ON_TIME,0,B767,ECONOMY,24E,702ee279-19b3-484c-9f3a-31431550245f,M,38,CU,26/01/2024 09:18,WEB,PAYPAL,48.44,GTQ,6.2,1,0
3966,LA,LATAM,LA4976,BOG,JFK,25/09/2024 15:46,25/09/2024 22:26,394,ON_TIME,0,B777,ECONOMY,45C,43443412-5df8-4666-9c51-76ca036f6206,F,41,HN,09-16-2024 07:36 AM,WEB,TRANSFERENCIA,130.46,USD,130.46,1,0
3967,UA,United,UA1031,MIA,BCN,02/10/2025 07:20,,,CANCELLED,,B739,ECONOMY,,ee61ffca-41dd-4b55-b5f5-c344a765438a,M,31,GT,24/09/2025 00:56,APP,PAYPAL,131.11,USD,131.11,0,0
3968,AM,Aeromexico,AM1998,BCN,MAD,15/08/2024 15:04,08-15-2024 09:27 PM,369,ON_TIME,0,B738,BUSINESS,8A,2c19cb0f-c04d-401a-9764-6713e10f301b,M,31,PA,13/06/2024 11:21,CALL_CENTER,EFECTIVO,"241,25",USD,241.25,2,1
3969,DL,Delta,DL2501,bcn,MEX,28/11/2025 01:36,28/11/2025 07:03,314,ON_TIME,0,B757,PREMIUM_ECONOMY,14F,b31647df-36bb-475a-acd4-6a1faf406717,M,5,CR,05/10/2025 04:49,APP,PUNTOS,256.38,USD,256.38,1,0
3970,DL,Delta,DL7504,BCN,MEX,01-15-2025 01:21 PM,15/01/2025 16:16,167,ON_TIME,0,B787,ECONOMY,44A,be34a0e1-d6b1-4df8-bf54-734ce4ad7280,F,53,MX,25/12/2024 21:54,WEB,PAYPAL,"73,73",GTQ,9.44,0,0
3971,AV,Avianca,AV4960,MEX,BCN,07/12/2024 01:33,12/07/2024 06:10,252,ON_TIME,0,A320,ECONOMY,28E,581721ea-d3b3-44fe-a247-345fa0f33efa,M,8,CR,04-26-2024 09:42 AM,CALL_CENTER,TARJETA,90.09,MXN,5.23,1,0
3972,CM,Copa Airlines,CM2664,SAP,MEX,24/06/2025 14:43,24/06/2025 17:49,175,ON_TIME,0,CRJ9,PREMIUM_ECONOMY,12D,d4572322-1f72-43e7-a0d0-02b8eea9dbfa,M,15,ES,04/03/2025 03:13,APP,PUNTOS,128.48,USD,128.48,1,0
3973,CM,Copa Airlines,CM5773,HAV,MAD,27/06/2024 04:17,27/06/2024 08:58,284,ON_TIME,0,A319,BUSINESS,10F,7cb49efd-0023-43fe-bd0e-febd5d2cb8fe,F,39,US,27/04/2024 18:48,AGENCIA,TARJETA,128.9,MXN,7.48,3,2
